uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MT,OUTRAS,DOMICILIO,"40 - 49",F,1
MT,OUTRAS,DOMICILIO,"40 - 49",M,3
MT,OUTRAS,HOSPITAL,"40 - 49",F,6
MT,OUTRAS,HOSPITAL,"40 - 49",M,3
MT,OUTRAS,IGNORADO,"40 - 49",F,3
MT,OUTRAS,IGNORADO,"40 - 49",M,6
MT,COVID,HOSPITAL,"40 - 49",F,2
MT,COVID,HOSPITAL,"40 - 49",M,5
MT,COVID,IGNORADO,"40 - 49",F,1
MT,COVID,IGNORADO,"40 - 49",M,4
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,2
MT,PNEUMONIA,HOSPITAL,"40 - 49",M,2
MT,PNEUMONIA,IGNORADO,"40 - 49",M,2
MT,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
MT,SEPTICEMIA,HOSPITAL,"40 - 49",M,2
MT,SEPTICEMIA,IGNORADO,"40 - 49",M,6
PA,OUTRAS,DOMICILIO,"40 - 49",F,2
PA,OUTRAS,DOMICILIO,"40 - 49",M,4
PA,OUTRAS,HOSPITAL,"40 - 49",F,4
PA,OUTRAS,HOSPITAL,"40 - 49",M,7
PA,OUTRAS,OUTRO,"40 - 49",M,1
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PA,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
PA,OUTRAS,VIA_PUBLICA,"40 - 49",M,4
PA,COVID,HOSPITAL,"40 - 49",M,3
PA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PA,PNEUMONIA,HOSPITAL,"40 - 49",M,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PA,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
PA,SEPTICEMIA,OUTRO,"40 - 49",M,1
PA,SRAG,HOSPITAL,"40 - 49",F,2
PB,OUTRAS,DOMICILIO,"40 - 49",F,3
PB,OUTRAS,DOMICILIO,"40 - 49",M,12
PB,OUTRAS,HOSPITAL,"40 - 49",F,10
PB,OUTRAS,HOSPITAL,"40 - 49",M,5
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PB,COVID,HOSPITAL,"40 - 49",F,1
PB,COVID,HOSPITAL,"40 - 49",M,5
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
PB,PNEUMONIA,HOSPITAL,"40 - 49",F,1
PB,PNEUMONIA,HOSPITAL,"40 - 49",M,1
PB,SEPTICEMIA,HOSPITAL,"40 - 49",F,2
PB,SEPTICEMIA,HOSPITAL,"40 - 49",M,4
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PE,OUTRAS,DOMICILIO,"40 - 49",F,5
PE,OUTRAS,DOMICILIO,"40 - 49",M,16
PE,OUTRAS,HOSPITAL,"40 - 49",F,27
PE,OUTRAS,HOSPITAL,"40 - 49",M,23
PE,OUTRAS,OUTRO,"40 - 49",F,2
PE,OUTRAS,OUTRO,"40 - 49",M,5
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PE,OUTRAS,VIA_PUBLICA,"40 - 49",M,4
PE,COVID,HOSPITAL,"40 - 49",F,10
PE,COVID,HOSPITAL,"40 - 49",M,13
PE,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PE,INDETERMINADA,DOMICILIO,"40 - 49",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,3
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,4
PE,PNEUMONIA,HOSPITAL,"40 - 49",F,2
PE,PNEUMONIA,HOSPITAL,"40 - 49",M,4
PE,SEPTICEMIA,HOSPITAL,"40 - 49",F,6
PE,SEPTICEMIA,HOSPITAL,"40 - 49",M,7
PE,SRAG,HOSPITAL,"40 - 49",F,1
PE,SRAG,HOSPITAL,"40 - 49",M,2
PI,OUTRAS,HOSPITAL,"40 - 49",F,1
PI,OUTRAS,HOSPITAL,"40 - 49",M,2
PI,OUTRAS,OUTRO,"40 - 49",M,1
PI,COVID,HOSPITAL,"40 - 49",M,1
PI,PNEUMONIA,HOSPITAL,"40 - 49",M,1
PI,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
PR,OUTRAS,DOMICILIO,"40 - 49",F,8
PR,OUTRAS,DOMICILIO,"40 - 49",M,16
PR,OUTRAS,HOSPITAL,"40 - 49",F,23
PR,OUTRAS,HOSPITAL,"40 - 49",M,27
PR,OUTRAS,OUTRO,"40 - 49",M,4
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
PR,OUTRAS,VIA_PUBLICA,"40 - 49",M,3
PR,COVID,DOMICILIO,"40 - 49",M,1
PR,COVID,HOSPITAL,"40 - 49",F,19
PR,COVID,HOSPITAL,"40 - 49",M,19
PR,INDETERMINADA,HOSPITAL,"40 - 49",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,4
PR,PNEUMONIA,DOMICILIO,"40 - 49",M,1
PR,PNEUMONIA,HOSPITAL,"40 - 49",F,2
PR,PNEUMONIA,HOSPITAL,"40 - 49",M,8
PR,SEPTICEMIA,HOSPITAL,"40 - 49",F,11
PR,SEPTICEMIA,HOSPITAL,"40 - 49",M,5
RJ,OUTRAS,DOMICILIO,"40 - 49",F,17
RJ,OUTRAS,DOMICILIO,"40 - 49",M,38
RJ,OUTRAS,HOSPITAL,"40 - 49",F,41
RJ,OUTRAS,HOSPITAL,"40 - 49",M,56
RJ,OUTRAS,IGNORADO,"40 - 49",F,1
RJ,OUTRAS,OUTRO,"40 - 49",F,1
RJ,OUTRAS,OUTRO,"40 - 49",M,3
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,9
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",M,6
RJ,COVID,DOMICILIO,"40 - 49",M,2
RJ,COVID,HOSPITAL,"40 - 49",F,39
RJ,COVID,HOSPITAL,"40 - 49",M,38
RJ,COVID,IGNORADO,"40 - 49",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
RJ,INDETERMINADA,DOMICILIO,"40 - 49",F,1
RJ,INDETERMINADA,DOMICILIO,"40 - 49",M,4
RJ,INDETERMINADA,HOSPITAL,"40 - 49",F,1
RJ,INDETERMINADA,HOSPITAL,"40 - 49",M,1
RJ,INDETERMINADA,OUTRO,"40 - 49",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,4
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,6
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
RJ,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RJ,PNEUMONIA,HOSPITAL,"40 - 49",F,12
RJ,PNEUMONIA,HOSPITAL,"40 - 49",M,19
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",F,22
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",M,16
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RJ,SRAG,HOSPITAL,"40 - 49",M,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RN,OUTRAS,DOMICILIO,"40 - 49",F,3
RN,OUTRAS,DOMICILIO,"40 - 49",M,2
RN,OUTRAS,HOSPITAL,"40 - 49",F,5
RN,OUTRAS,HOSPITAL,"40 - 49",M,3
RN,OUTRAS,OUTRO,"40 - 49",M,1
RN,COVID,HOSPITAL,"40 - 49",F,3
RN,COVID,HOSPITAL,"40 - 49",M,2
RN,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RN,PNEUMONIA,HOSPITAL,"40 - 49",M,2
RN,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
RN,SEPTICEMIA,OUTRO,"40 - 49",M,1
RN,SRAG,HOSPITAL,"40 - 49",F,1
RO,OUTRAS,DOMICILIO,"40 - 49",F,1
RO,OUTRAS,DOMICILIO,"40 - 49",M,2
RO,OUTRAS,HOSPITAL,"40 - 49",F,2
RO,OUTRAS,HOSPITAL,"40 - 49",M,1
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RO,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
RO,COVID,HOSPITAL,"40 - 49",F,3
RO,COVID,HOSPITAL,"40 - 49",M,6
RO,PNEUMONIA,HOSPITAL,"40 - 49",M,1
RO,PNEUMONIA,VIA_PUBLICA,"40 - 49",F,1
RO,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
RR,OUTRAS,DOMICILIO,"40 - 49",M,1
RR,OUTRAS,HOSPITAL,"40 - 49",F,3
RR,OUTRAS,HOSPITAL,"40 - 49",M,2
RR,COVID,HOSPITAL,"40 - 49",F,1
RR,COVID,HOSPITAL,"40 - 49",M,1
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
RS,OUTRAS,DOMICILIO,"40 - 49",F,4
RS,OUTRAS,DOMICILIO,"40 - 49",M,20
RS,OUTRAS,HOSPITAL,"40 - 49",F,26
RS,OUTRAS,HOSPITAL,"40 - 49",I,1
RS,OUTRAS,HOSPITAL,"40 - 49",M,30
RS,OUTRAS,IGNORADO,"40 - 49",M,1
RS,OUTRAS,OUTRO,"40 - 49",M,2
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
RS,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
RS,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
RS,COVID,HOSPITAL,"40 - 49",F,14
RS,COVID,HOSPITAL,"40 - 49",M,22
RS,COVID,IGNORADO,"40 - 49",F,1
RS,COVID,IGNORADO,"40 - 49",M,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,INDETERMINADA,DOMICILIO,"40 - 49",M,1
RS,INDETERMINADA,OUTRO,"40 - 49",M,1
RS,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,5
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,3
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
RS,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RS,PNEUMONIA,HOSPITAL,"40 - 49",F,3
RS,PNEUMONIA,HOSPITAL,"40 - 49",M,10
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,SEPTICEMIA,HOSPITAL,"40 - 49",F,5
RS,SEPTICEMIA,HOSPITAL,"40 - 49",M,9
SC,OUTRAS,DOMICILIO,"40 - 49",F,3
SC,OUTRAS,DOMICILIO,"40 - 49",M,7
SC,OUTRAS,HOSPITAL,"40 - 49",F,10
SC,OUTRAS,HOSPITAL,"40 - 49",M,14
SC,OUTRAS,OUTRO,"40 - 49",M,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SC,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
SC,COVID,HOSPITAL,"40 - 49",F,4
SC,COVID,HOSPITAL,"40 - 49",M,9
SC,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,1
SC,PNEUMONIA,HOSPITAL,"40 - 49",F,2
SC,PNEUMONIA,HOSPITAL,"40 - 49",M,3
SC,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
SC,SEPTICEMIA,HOSPITAL,"40 - 49",F,8
SC,SEPTICEMIA,HOSPITAL,"40 - 49",M,5
SE,OUTRAS,DOMICILIO,"40 - 49",M,3
SE,OUTRAS,HOSPITAL,"40 - 49",F,5
SE,OUTRAS,HOSPITAL,"40 - 49",M,5
SE,OUTRAS,OUTRO,"40 - 49",M,2
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SE,COVID,HOSPITAL,"40 - 49",F,2
SE,COVID,HOSPITAL,"40 - 49",M,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
SE,PNEUMONIA,HOSPITAL,"40 - 49",F,1
SE,PNEUMONIA,HOSPITAL,"40 - 49",M,1
SE,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
SP,OUTRAS,DOMICILIO,"40 - 49",F,16
SP,OUTRAS,DOMICILIO,"40 - 49",M,63
SP,OUTRAS,HOSPITAL,"40 - 49",F,89
SP,OUTRAS,HOSPITAL,"40 - 49",M,118
SP,OUTRAS,IGNORADO,"40 - 49",M,1
SP,OUTRAS,OUTRO,"40 - 49",F,5
SP,OUTRAS,OUTRO,"40 - 49",M,12
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,15
SP,OUTRAS,VIA_PUBLICA,"40 - 49",F,6
SP,OUTRAS,VIA_PUBLICA,"40 - 49",M,13
SP,COVID,DOMICILIO,"40 - 49",F,1
SP,COVID,DOMICILIO,"40 - 49",M,1
SP,COVID,HOSPITAL,"40 - 49",F,55
SP,COVID,HOSPITAL,"40 - 49",M,60
SP,COVID,IGNORADO,"40 - 49",F,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
SP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SP,INDETERMINADA,DOMICILIO,"40 - 49",F,3
SP,INDETERMINADA,DOMICILIO,"40 - 49",M,4
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,22
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,26
SP,PNEUMONIA,DOMICILIO,"40 - 49",F,1
SP,PNEUMONIA,HOSPITAL,"40 - 49",F,25
SP,PNEUMONIA,HOSPITAL,"40 - 49",M,35
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SP,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
SP,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
SP,SEPTICEMIA,HOSPITAL,"40 - 49",F,23
SP,SEPTICEMIA,HOSPITAL,"40 - 49",M,36
SP,SRAG,HOSPITAL,"40 - 49",F,1
SP,SRAG,HOSPITAL,"40 - 49",M,1
TO,OUTRAS,DOMICILIO,"40 - 49",F,1
TO,OUTRAS,DOMICILIO,"40 - 49",M,1
TO,OUTRAS,HOSPITAL,"40 - 49",F,2
TO,OUTRAS,HOSPITAL,"40 - 49",M,2
TO,OUTRAS,OUTRO,"40 - 49",F,1
TO,OUTRAS,OUTRO,"40 - 49",M,1
TO,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
TO,COVID,HOSPITAL,"40 - 49",M,2
TO,PNEUMONIA,HOSPITAL,"40 - 49",F,1
TO,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
TO,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
TO,SEPTICEMIA,OUTRO,"40 - 49",M,1
AC,OUTRAS,DOMICILIO,"50 - 59",M,1
AC,OUTRAS,HOSPITAL,"50 - 59",F,2
AC,OUTRAS,HOSPITAL,"50 - 59",M,8
AC,COVID,HOSPITAL,"50 - 59",F,1
AC,COVID,HOSPITAL,"50 - 59",M,3
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
AC,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
AC,SRAG,HOSPITAL,"50 - 59",F,1
AL,OUTRAS,DOMICILIO,"50 - 59",F,2
AL,OUTRAS,DOMICILIO,"50 - 59",M,11
AL,OUTRAS,HOSPITAL,"50 - 59",F,7
AL,OUTRAS,HOSPITAL,"50 - 59",M,10
AL,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
AL,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
AL,COVID,HOSPITAL,"50 - 59",F,4
AL,COVID,HOSPITAL,"50 - 59",M,7
AL,INDETERMINADA,HOSPITAL,"50 - 59",M,1
AL,INDETERMINADA,OUTRO,"50 - 59",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,3
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
AL,PNEUMONIA,HOSPITAL,"50 - 59",F,7
AL,PNEUMONIA,HOSPITAL,"50 - 59",M,3
AL,SEPTICEMIA,HOSPITAL,"50 - 59",F,5
AL,SEPTICEMIA,HOSPITAL,"50 - 59",M,4
AM,OUTRAS,DOMICILIO,"50 - 59",F,12
AM,OUTRAS,DOMICILIO,"50 - 59",M,10
AM,OUTRAS,HOSPITAL,"50 - 59",F,10
AM,OUTRAS,HOSPITAL,"50 - 59",M,10
AM,OUTRAS,OUTRO,"50 - 59",M,1
AM,COVID,DOMICILIO,"50 - 59",F,1
AM,COVID,DOMICILIO,"50 - 59",M,2
AM,COVID,HOSPITAL,"50 - 59",F,37
AM,COVID,HOSPITAL,"50 - 59",M,50
AM,INDETERMINADA,DOMICILIO,"50 - 59",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,2
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
AM,PNEUMONIA,DOMICILIO,"50 - 59",F,1
AM,PNEUMONIA,HOSPITAL,"50 - 59",F,4
AM,PNEUMONIA,HOSPITAL,"50 - 59",M,7
AM,SEPTICEMIA,HOSPITAL,"50 - 59",F,4
AM,SEPTICEMIA,HOSPITAL,"50 - 59",M,3
AM,SRAG,HOSPITAL,"50 - 59",F,8
AM,SRAG,HOSPITAL,"50 - 59",M,9
AP,OUTRAS,HOSPITAL,"50 - 59",F,1
AP,COVID,HOSPITAL,"50 - 59",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
BA,OUTRAS,DOMICILIO,"50 - 59",F,18
BA,OUTRAS,DOMICILIO,"50 - 59",M,40
BA,OUTRAS,HOSPITAL,"50 - 59",F,36
BA,OUTRAS,HOSPITAL,"50 - 59",M,48
BA,OUTRAS,OUTRO,"50 - 59",F,2
BA,OUTRAS,OUTRO,"50 - 59",M,4
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,8
BA,OUTRAS,VIA_PUBLICA,"50 - 59",F,2
BA,OUTRAS,VIA_PUBLICA,"50 - 59",M,2
BA,COVID,HOSPITAL,"50 - 59",F,11
BA,COVID,HOSPITAL,"50 - 59",M,31
BA,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,4
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,10
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,12
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
BA,PNEUMONIA,HOSPITAL,"50 - 59",F,4
BA,PNEUMONIA,HOSPITAL,"50 - 59",M,6
BA,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
BA,SEPTICEMIA,HOSPITAL,"50 - 59",F,12
BA,SEPTICEMIA,HOSPITAL,"50 - 59",M,14
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
BA,SRAG,HOSPITAL,"50 - 59",M,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
CE,OUTRAS,DOMICILIO,"50 - 59",F,2
CE,OUTRAS,DOMICILIO,"50 - 59",M,11
CE,OUTRAS,HOSPITAL,"50 - 59",F,12
CE,OUTRAS,HOSPITAL,"50 - 59",M,19
CE,OUTRAS,IGNORADO,"50 - 59",F,2
CE,OUTRAS,IGNORADO,"50 - 59",M,9
CE,OUTRAS,OUTRO,"50 - 59",F,1
CE,OUTRAS,OUTRO,"50 - 59",M,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
CE,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
CE,OUTRAS,VIA_PUBLICA,"50 - 59",M,2
CE,COVID,DOMICILIO,"50 - 59",F,1
CE,COVID,DOMICILIO,"50 - 59",M,1
CE,COVID,HOSPITAL,"50 - 59",F,3
CE,COVID,HOSPITAL,"50 - 59",M,12
CE,COVID,IGNORADO,"50 - 59",F,1
CE,COVID,IGNORADO,"50 - 59",M,2
CE,COVID,OUTRO,"50 - 59",F,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,4
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
CE,PNEUMONIA,DOMICILIO,"50 - 59",M,2
CE,PNEUMONIA,HOSPITAL,"50 - 59",F,6
CE,PNEUMONIA,HOSPITAL,"50 - 59",M,7
CE,PNEUMONIA,IGNORADO,"50 - 59",F,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
CE,SEPTICEMIA,HOSPITAL,"50 - 59",F,7
CE,SEPTICEMIA,HOSPITAL,"50 - 59",M,5
CE,SEPTICEMIA,IGNORADO,"50 - 59",F,1
CE,SEPTICEMIA,IGNORADO,"50 - 59",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
CE,SRAG,HOSPITAL,"50 - 59",M,1
DF,OUTRAS,DOMICILIO,"50 - 59",F,1
DF,OUTRAS,DOMICILIO,"50 - 59",M,3
DF,OUTRAS,HOSPITAL,"50 - 59",F,14
DF,OUTRAS,HOSPITAL,"50 - 59",M,24
DF,OUTRAS,OUTRO,"50 - 59",F,1
DF,OUTRAS,OUTRO,"50 - 59",M,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
DF,OUTRAS,VIA_PUBLICA,"50 - 59",M,3
DF,COVID,HOSPITAL,"50 - 59",F,7
DF,COVID,HOSPITAL,"50 - 59",M,7
DF,INDETERMINADA,HOSPITAL,"50 - 59",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,3
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
DF,PNEUMONIA,HOSPITAL,"50 - 59",M,8
DF,SEPTICEMIA,HOSPITAL,"50 - 59",F,6
DF,SEPTICEMIA,HOSPITAL,"50 - 59",M,4
ES,OUTRAS,DOMICILIO,"50 - 59",F,4
ES,OUTRAS,DOMICILIO,"50 - 59",M,10
ES,OUTRAS,HOSPITAL,"50 - 59",F,14
ES,OUTRAS,HOSPITAL,"50 - 59",M,36
ES,OUTRAS,OUTRO,"50 - 59",F,1
ES,OUTRAS,OUTRO,"50 - 59",M,3
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
ES,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
ES,OUTRAS,VIA_PUBLICA,"50 - 59",M,4
ES,COVID,DOMICILIO,"50 - 59",M,1
ES,COVID,HOSPITAL,"50 - 59",F,20
ES,COVID,HOSPITAL,"50 - 59",M,20
ES,COVID,VIA_PUBLICA,"50 - 59",M,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,3
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
ES,PNEUMONIA,DOMICILIO,"50 - 59",F,1
ES,PNEUMONIA,DOMICILIO,"50 - 59",M,1
ES,PNEUMONIA,HOSPITAL,"50 - 59",F,6
ES,PNEUMONIA,HOSPITAL,"50 - 59",M,4
ES,SEPTICEMIA,DOMICILIO,"50 - 59",F,1
ES,SEPTICEMIA,HOSPITAL,"50 - 59",F,7
ES,SEPTICEMIA,HOSPITAL,"50 - 59",M,7
ES,SRAG,HOSPITAL,"50 - 59",F,2
GO,OUTRAS,DOMICILIO,"50 - 59",F,5
GO,OUTRAS,DOMICILIO,"50 - 59",M,18
GO,OUTRAS,HOSPITAL,"50 - 59",F,6
GO,OUTRAS,HOSPITAL,"50 - 59",M,19
GO,OUTRAS,OUTRO,"50 - 59",F,3
GO,OUTRAS,OUTRO,"50 - 59",M,6
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
GO,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
